instance_id,scenario,subtype,subtype_zh,migration_type,migration_type_zh,implementation_scope,implementation_scope_zh,logic_equivalence_scope,logic_equivalence_scope_zh,repo_full_name,repo_created_at,repo_stars,pr_number,pr_url,pr_created_at,title,body_summary,changed_file_summary,has_tests_before,has_tests_before_zh,adds_new_tests,adds_new_tests_zh,auto_signals,auto_signals_zh,manual_label,manual_label_zh,source_language,source_language_zh,target_language,target_language_zh,source_version,target_version,migration_pattern,test_framework,test_framework_zh,build_system,build_system_zh,reproducible,reproducible_zh,issue_rewrite_ready,issue_rewrite_ready_zh,leakage_risk,leakage_risk_zh,exclude_reason,exclude_reason_zh,reviewer,cross_check_status,cross_check_status_zh,notes
python_cpp__apache__flink-agents__pr614,language_migration,python_cpp,Python 到 C/C++,cross_language_migration,跨语言迁移,,部分功能迁移=partial_feature_migration；整仓翻译=full_repo_translation,,同一逻辑翻译=same_logic_translation；部分逻辑替换=partial_logic_replacement；逻辑不清=unclear_logic_mapping,apache/flink-agents,2025-06-08T11:45:47Z,355,614,https://github.com/apache/flink-agents/pull/614,2026-04-08T02:07:58Z,[runtime][python] Add Python durable reconciler support,Linked issue: #612 ### Purpose of change This PR adds Python-side durable reconcile support based on a reconciler callable. It builds on the Java durable reconciler runtime introduced in #600 and adds the Python API and runtime wiring needed to use the same recovery model from Python actions....,python/flink_agents/api/runner_context.py; python/flink_agents/runtime/durable_execution.py; python/flink_agents/runtime/flink_runner_context.py; python/flink_agents/runtime/local_runner.py; python/flink_agents/runtime/tests/test_durable_execution.py; python/flink_agents/runtime/tests/test_flink_runner_context_reconcilable.py; python/flink_agents/runtime/tests/test_local_runner_reconcilable.py; runtime/src/main/java/org/apache/flink/agents/runtime/context/RunnerContextImpl.java,true,是,true,是,adds_new_tests; touches_code; touches_tests,新增测试；修改代码；修改测试,,正例=positive；负例=negative；不确定=uncertain,python,Python,c++,C/C++,,,,test_files_detected,检测到测试文件,,,unknown,待确认,needs_check,还需检查,low,低,,,,,待复核=pending；已复核=checked；有分歧=disagreed,
python_cpp__bitwisecook__tcl-lsp__pr74,language_migration,python_cpp,Python 到 C/C++,cross_language_migration,跨语言迁移,,部分功能迁移=partial_feature_migration；整仓翻译=full_repo_translation,,同一逻辑翻译=same_logic_translation；部分逻辑替换=partial_logic_replacement；逻辑不清=unclear_logic_mapping,bitwisecook/tcl-lsp,2026-03-13T15:52:04Z,34,74,https://github.com/bitwisecook/tcl-lsp/pull/74,2026-03-28T19:16:35Z,Port semantic analyser to C++ (Phase 4),"## Summary This PR completes Phase 4 of the C++ rewrite by porting the semantic analysis layer — the `Analyser` class and supporting infrastructure — from Python to C++. The analyser consumes `SegmentedCommand[]` and produces an `AnalysisResult` containing proc definitions, variable definitions,...",docs/cpp-rewrite.md; native/include/tcl_lsp/analysis/analyser.hpp; native/include/tcl_lsp/analysis/analysis_result.hpp; native/include/tcl_lsp/analysis/auxiliary_types.hpp; native/include/tcl_lsp/analysis/command_interface.hpp; native/include/tcl_lsp/analysis/param_list_parser.hpp; native/include/tcl_lsp/analysis/semantic_types.hpp; native/include/tcl_lsp/analysis/stub_parser.hpp; native/include/tcl_lsp/core/diagnostic.hpp; native/include/tcl_lsp/parsing/segmenter.hpp; native/meson.build; native/src/analysis/analyser.cpp; native/src/analysis/analyser_commands.cpp; native/src/analysis/analyser_helpers.cpp; native/src/analysis/analysis_result.cpp; native/src/analysis/auxiliary_types.cpp; native/src/analysis/command_interface.cpp; native/src/analysis/param_list_parser.cpp; native/src/analysis/semantic_types.cpp; native/src/analysis/stub_parser.cpp,true,是,true,是,adds_new_tests; keyword_match; strict_migration_signal; touches_code; touches_tests,新增测试；命中关键词；强迁移信号；修改代码；修改测试,,正例=positive；负例=negative；不确定=uncertain,python,Python,c++,C/C++,,,,test_files_detected,检测到测试文件,meson,Meson,unknown,待确认,needs_check,还需检查,low,低,,,,,待复核=pending；已复核=checked；有分歧=disagreed,
python_cpp__canonical__lxd__pr18063,language_migration,python_cpp,Python 到 C/C++,cross_language_migration,跨语言迁移,,部分功能迁移=partial_feature_migration；整仓翻译=full_repo_translation,,同一逻辑翻译=same_logic_translation；部分逻辑替换=partial_logic_replacement；逻辑不清=unclear_logic_mapping,canonical/lxd,2014-11-04T22:40:52Z,4726,18063,https://github.com/canonical/lxd/pull/18063,2026-04-07T22:07:32Z,Python improvements,,doc/conf.py; scripts/check-snap.py; test/deps/import-busybox,true,是,false,否,touches_code; touches_tests,修改代码；修改测试,,正例=positive；负例=negative；不确定=uncertain,python,Python,c++,C/C++,,,,test_files_detected,检测到测试文件,,,unknown,待确认,needs_check,还需检查,low,低,,,,,待复核=pending；已复核=checked；有分歧=disagreed,
python_cpp__config-i1__smooth__pr348,language_migration,python_cpp,Python 到 C/C++,cross_language_migration,跨语言迁移,,部分功能迁移=partial_feature_migration；整仓翻译=full_repo_translation,,同一逻辑翻译=same_logic_translation；部分逻辑替换=partial_logic_replacement；逻辑不清=unclear_logic_mapping,config-i1/smooth,2016-01-25T12:06:26Z,96,348,https://github.com/config-i1/smooth/pull/348,2026-04-10T10:31:11Z,Python,"## What issue does this PR fix? Closes #344 ## Language - [ ] R - [x ] Python - [ ] Both ## Package version This is a new version of smooth, v 1.0.1, built on 1.0.0 ## Development environment Ubuntu 25.10 ## AI assistance - [ x] AI was used in the creation of this PR **If yes — how was AI used?**...",README.md; python/README.md; python/pyproject.toml; python/src/smooth/adam_general/core/adam.py; python/src/smooth/adam_general/core/checker/parameter_checks.py; python/src/smooth/adam_general/core/checker/parameters_checker.py; python/src/smooth/adam_general/core/creator/architector.py; python/src/smooth/adam_general/core/creator/creator.py; python/src/smooth/adam_general/core/creator/filler.py; python/src/smooth/adam_general/core/creator/initialiser.py; python/src/smooth/adam_general/core/estimator/estimator.py; python/src/smooth/adam_general/core/estimator/selector.py; python/src/smooth/adam_general/core/estimator/two_stage.py; python/src/smooth/adam_general/core/forecaster/forecaster.py; python/src/smooth/adam_general/core/utils/n_param.py; python/src/smooth/adam_general/core/utils/utils.py; python/tests/R scripts/2026-04-09-etsX-R.R; python/tests/data/etsx_data.csv; python/tests/notebooks/2026-04-09-etsX.ipynb; python/tests/test_adam_airpassengers.py,true,是,true,是,adds_new_tests; touches_code; touches_tests,新增测试；修改代码；修改测试,,正例=positive；负例=negative；不确定=uncertain,python,Python,c++,C/C++,,,,test_files_detected,检测到测试文件,poetry,Poetry,unknown,待确认,needs_check,还需检查,low,低,,,,,待复核=pending；已复核=checked；有分歧=disagreed,
python_cpp__datagouv__csv-detective__pr233,language_migration,python_cpp,Python 到 C/C++,cross_language_migration,跨语言迁移,,部分功能迁移=partial_feature_migration；整仓翻译=full_repo_translation,,同一逻辑翻译=same_logic_translation；部分逻辑替换=partial_logic_replacement；逻辑不清=unclear_logic_mapping,datagouv/csv-detective,2017-06-20T16:07:38Z,51,233,https://github.com/datagouv/csv-detective/pull/233,2026-03-09T16:02:56Z,Don't consider too long ints as `int` or `float`,"Fixes [these errors](https://errors.data.gouv.fr/organizations/sentry/issues/277841/?environment=hydra&project=21&query=is%3Aunresolved+issue.priority%3A%5Bhigh%2C+medium%5D&referrer=issue-stream&statsPeriod=2d&stream_index=1&utc=true) `Python int too large to convert to C long`, too long numbers...",csv_detective/formats/float.py; csv_detective/formats/int.py,true,是,false,否,touches_code,修改代码,,正例=positive；负例=negative；不确定=uncertain,python,Python,c++,C/C++,,,,,,,,unknown,待确认,needs_check,还需检查,high,高,,,,,待复核=pending；已复核=checked；有分歧=disagreed,
python_cpp__esphome__esphome__pr15513,language_migration,python_cpp,Python 到 C/C++,cross_language_migration,跨语言迁移,,部分功能迁移=partial_feature_migration；整仓翻译=full_repo_translation,,同一逻辑翻译=same_logic_translation；部分逻辑替换=partial_logic_replacement；逻辑不清=unclear_logic_mapping,esphome/esphome,2018-04-06T23:23:25Z,10883,15513,https://github.com/esphome/esphome/pull/15513,2026-04-07T03:42:35Z,[grove_tb6612fng] Move direction logic from Python to C++ to fix lambda crash,"# What does this implement/fix? Fix `TypeError` crash when using a lambda for `speed` with `direction: BACKWARD` in the `grove_tb6612fng.run` action. The Python codegen negated the speed with `-template_speed` to implement backward direction. When speed is a lambda, `cg.templatable()` returns a...",esphome/components/grove_tb6612fng/__init__.py; esphome/components/grove_tb6612fng/grove_tb6612fng.h; tests/components/grove_tb6612fng/common.yaml,true,是,false,否,cross_language_mapping_visible; keyword_match; strict_migration_signal; touches_code; touches_tests,可见跨语言对应关系；命中关键词；强迁移信号；修改代码；修改测试,,正例=positive；负例=negative；不确定=uncertain,python,Python,c++,C/C++,,,,test_files_detected,检测到测试文件,,,unknown,待确认,needs_check,还需检查,low,低,,,,,待复核=pending；已复核=checked；有分歧=disagreed,
python_cpp__esphome__esphome__pr15528,language_migration,python_cpp,Python 到 C/C++,cross_language_migration,跨语言迁移,,部分功能迁移=partial_feature_migration；整仓翻译=full_repo_translation,,同一逻辑翻译=same_logic_translation；部分逻辑替换=partial_logic_replacement；逻辑不清=unclear_logic_mapping,esphome/esphome,2018-04-06T23:23:25Z,10906,15528,https://github.com/esphome/esphome/pull/15528,2026-04-07T14:14:48Z,[mcp4461] Fix terminal disable passing string where C++ expects char,"# What does this implement/fix? Fix compile error when disabling MCP4461 terminals (`terminal_a: false`, `terminal_b: false`, or `terminal_w: false`). The Python codegen passed string literals `""a""`, `""b""`, `""w""` to `initialize_terminal_disabled()` which expects a `char` parameter. ESPHome's...",esphome/components/mcp4461/output/__init__.py; tests/components/mcp4461/common.yaml,true,是,false,否,touches_code; touches_tests,修改代码；修改测试,,正例=positive；负例=negative；不确定=uncertain,python,Python,c++,C/C++,,,,test_files_detected,检测到测试文件,,,unknown,待确认,needs_check,还需检查,low,低,,,,,待复核=pending；已复核=checked；有分歧=disagreed,
python_cpp__hw-native-sys__simpler__pr504,language_migration,python_cpp,Python 到 C/C++,cross_language_migration,跨语言迁移,,部分功能迁移=partial_feature_migration；整仓翻译=full_repo_translation,,同一逻辑翻译=same_logic_translation；部分逻辑替换=partial_logic_replacement；逻辑不清=unclear_logic_mapping,hw-native-sys/simpler,2026-01-27T03:22:48Z,10,504,https://github.com/hw-native-sys/simpler/pull/504,2026-04-10T03:14:28Z,Refactor: move python/ modules into python/simpler/ package,"## Summary - Move all 7 flat modules from `python/` into `python/simpler/` package, aligning with pypto's convention (`python/pypto/`) - Convert intra-package imports to relative form (e.g., `from .toolchain import ...`) - Update all external consumers (~50 files) to use `from simpler.X import Y`...",ci.py; conftest.py; docs/getting-started.md; docs/testing.md; examples/a2a3/aicpu_build_graph/bgemm/kernels/kernel_config.py; examples/a2a3/aicpu_build_graph/vector_example/kernels/kernel_config.py; examples/a2a3/host_build_graph/bgemm/kernels/kernel_config.py; examples/a2a3/host_build_graph/matmul/kernels/kernel_config.py; examples/a2a3/host_build_graph/paged_attention/kernels/kernel_config.py; examples/a2a3/host_build_graph/vector_example/kernels/kernel_config.py; examples/a2a3/tensormap_and_ringbuffer/batch_paged_attention/kernels/kernel_config.py; examples/a2a3/tensormap_and_ringbuffer/bgemm/kernels/kernel_config.py; examples/a2a3/tensormap_and_ringbuffer/mixed_example/kernels/kernel_config.py; examples/a2a3/tensormap_and_ringbuffer/multi-round-paged-attention/kernels/kernel_config.py; examples/a2a3/tensormap_and_ringbuffer/paged_attention/kernels/kernel_config.py; examples/a2a3/tensormap_and_ringbuffer/vector_example/kernels/kernel_config.py; examples/a2a3/tensormap_and_ringbuffer/vector_example/test_vector_example.py; examples/a5/host_build_graph/paged_attention/kernels/kernel_config.py; examples/a5/tensormap_and_ringbuffer/bgemm/kernels/kernel_config.py; examples/a5/tensormap_and_ringbuffer/mixed_example/kernels/kernel_config.py,true,是,false,否,touches_code; touches_tests,修改代码；修改测试,,正例=positive；负例=negative；不确定=uncertain,python,Python,c++,C/C++,,,,pytest,pytest,,,unknown,待确认,needs_check,还需检查,high,高,,,,,待复核=pending；已复核=checked；有分歧=disagreed,
python_cpp__microsoft__agent-framework__pr5215,language_migration,python_cpp,Python 到 C/C++,cross_language_migration,跨语言迁移,,部分功能迁移=partial_feature_migration；整仓翻译=full_repo_translation,,同一逻辑翻译=same_logic_translation；部分逻辑替换=partial_logic_replacement；逻辑不清=unclear_logic_mapping,microsoft/agent-framework,2025-04-28T19:40:42Z,9556,5215,https://github.com/microsoft/agent-framework/pull/5215,2026-04-10T23:04:03Z,Python: Update dependency,"### Motivation and Context <!-- Thank you for your contribution to the Agent Framework repo! Please help reviewers and future users, providing the following information: 1. Why is this change required? 2. What problem does it solve? 3. What scenario does it contribute to? 4. If it fixes an open...",python/packages/foundry_hosting/agent_framework_foundry_hosting/_responses.py; python/packages/foundry_hosting/pyproject.toml; python/samples/05-end-to-end/hosted_agents/foundry_hosted_responses/01_basic/main.py; python/samples/05-end-to-end/hosted_agents/foundry_hosted_responses/02_local_tools/main.py; python/samples/05-end-to-end/hosted_agents/foundry_hosted_responses/03_remote_mcp/main.py; python/samples/05-end-to-end/hosted_agents/foundry_hosted_responses/04_workflows/main.py; python/samples/05-end-to-end/hosted_agents/foundry_hosted_responses/05_local_shell/main.py; python/samples/05-end-to-end/hosted_agents/foundry_hosted_responses/06_eval/main.py; python/samples/05-end-to-end/hosted_agents/foundry_hosted_responses/07_foundry_memory/main.py; python/uv.lock,true,是,false,否,touches_code,修改代码,,正例=positive；负例=negative；不确定=uncertain,python,Python,c++,C/C++,,,,,,poetry,Poetry,unknown,待确认,needs_check,还需检查,low,低,,,,,待复核=pending；已复核=checked；有分歧=disagreed,
python_cpp__mozilla-ai__cq__pr176,language_migration,python_cpp,Python 到 C/C++,cross_language_migration,跨语言迁移,,部分功能迁移=partial_feature_migration；整仓翻译=full_repo_translation,,同一逻辑翻译=same_logic_translation；部分逻辑替换=partial_logic_replacement；逻辑不清=unclear_logic_mapping,mozilla-ai/cq,2026-03-04T17:51:25Z,1071,176,https://github.com/mozilla-ai/cq/pull/176,2026-03-30T11:27:34Z,Move cq-python into sdk/python/,## Summary - Copies the Python SDK from the standalone [`cq-python`](https://github.com/mozilla-ai/cq-python) repo into `sdk/python/` - Drops proto stubs (`cqpb/`) and protobuf dependency; adopts JSON Schema as source of truth - Updates all enum values to match the JSON Schema definitions from PR...,.github/workflows/ci.yml; .github/workflows/release-python-sdk.yml; .gitignore; Makefile; sdk/python/.pre-commit-config.yaml; sdk/python/.python-version; sdk/python/DEVELOPMENT.md; sdk/python/Makefile; sdk/python/README.md; sdk/python/pyproject.toml; sdk/python/ruff.toml; sdk/python/src/cq/__init__.py; sdk/python/src/cq/client.py; sdk/python/src/cq/models.py; sdk/python/src/cq/protocol/__init__.py; sdk/python/src/cq/py.typed; sdk/python/src/cq/reflect.py; sdk/python/src/cq/scoring.py; sdk/python/src/cq/store.py; sdk/python/tests/test_client.py,true,是,true,是,adds_new_tests; touches_code; touches_tests,新增测试；修改代码；修改测试,,正例=positive；负例=negative；不确定=uncertain,python,Python,c++,C/C++,,,,test_files_detected,检测到测试文件,poetry,Poetry,unknown,待确认,needs_check,还需检查,low,低,,,,,待复核=pending；已复核=checked；有分歧=disagreed,
