instance_id,scenario,subtype,subtype_zh,migration_type,migration_type_zh,implementation_scope,implementation_scope_zh,logic_equivalence_scope,logic_equivalence_scope_zh,repo_full_name,repo_created_at,repo_stars,pr_number,pr_url,pr_created_at,title,body_summary,changed_file_summary,has_tests_before,has_tests_before_zh,adds_new_tests,adds_new_tests_zh,auto_signals,auto_signals_zh,manual_label,manual_label_zh,source_language,source_language_zh,target_language,target_language_zh,source_version,target_version,migration_pattern,test_framework,test_framework_zh,build_system,build_system_zh,reproducible,reproducible_zh,issue_rewrite_ready,issue_rewrite_ready_zh,leakage_risk,leakage_risk_zh,exclude_reason,exclude_reason_zh,reviewer,cross_check_status,cross_check_status_zh,notes
java_python__eclipse-scout__scout.rt__pr2139,language_migration,java_python,Java 到 Python,cross_language_migration,跨语言迁移,,部分功能迁移=partial_feature_migration；整仓翻译=full_repo_translation,,同一逻辑翻译=same_logic_translation；部分逻辑替换=partial_logic_replacement；逻辑不清=unclear_logic_mapping,eclipse-scout/scout.rt,2021-08-16T17:42:36Z,45,2139,https://github.com/eclipse-scout/scout.rt/pull/2139,2026-04-10T08:09:43Z,Remove empty java file,457158,org.eclipse.scout.rt.shared/src/main/java/org/eclipse/scout/rt/shared/extension/MethodState.java,true,是,false,否,touches_code,修改代码,,正例=positive；负例=negative；不确定=uncertain,java,Java,python,Python,,,,,,,,unknown,待确认,needs_check,还需检查,low,低,,,,,待复核=pending；已复核=checked；有分歧=disagreed,
java_python__eclipse-scout__scout.rt__pr2140,language_migration,java_python,Java 到 Python,cross_language_migration,跨语言迁移,,部分功能迁移=partial_feature_migration；整仓翻译=full_repo_translation,,同一逻辑翻译=same_logic_translation；部分逻辑替换=partial_logic_replacement；逻辑不清=unclear_logic_mapping,eclipse-scout/scout.rt,2021-08-16T17:42:36Z,45,2140,https://github.com/eclipse-scout/scout.rt/pull/2140,2026-04-10T08:09:44Z,Remove empty java file,457158,org.eclipse.scout.rt.shared/src/main/java/org/eclipse/scout/rt/shared/extension/MethodState.java,true,是,false,否,touches_code,修改代码,,正例=positive；负例=negative；不确定=uncertain,java,Java,python,Python,,,,,,,,unknown,待确认,needs_check,还需检查,low,低,,,,,待复核=pending；已复核=checked；有分歧=disagreed,
java_python__google__perfetto__pr5447,language_migration,java_python,Java 到 Python,cross_language_migration,跨语言迁移,,部分功能迁移=partial_feature_migration；整仓翻译=full_repo_translation,,同一逻辑翻译=same_logic_translation；部分逻辑替换=partial_logic_replacement；逻辑不清=unclear_logic_mapping,google/perfetto,2019-12-10T10:32:44Z,5806,5447,https://github.com/google/perfetto/pull/5447,2026-04-14T11:16:34Z,Fix PerfettoTraceTest.java,Updating tests to use the correct API was changed to use static_string as default.,src/android_sdk/java/test/dev/perfetto/sdk/test/PerfettoTraceTest.java,true,是,false,否,touches_code; touches_tests,修改代码；修改测试,,正例=positive；负例=negative；不确定=uncertain,java,Java,python,Python,,,,test_files_detected,检测到测试文件,,,unknown,待确认,needs_check,还需检查,low,低,,,,,待复核=pending；已复核=checked；有分歧=disagreed,
java_python__ihmcrobotics__jros2__pr91,language_migration,java_python,Java 到 Python,cross_language_migration,跨语言迁移,,部分功能迁移=partial_feature_migration；整仓翻译=full_repo_translation,,同一逻辑翻译=same_logic_translation；部分逻辑替换=partial_logic_replacement；逻辑不清=unclear_logic_mapping,ihmcrobotics/jros2,2025-03-20T22:06:42Z,11,91,https://github.com/ihmcrobotics/jros2/pull/91,2026-04-14T19:43:41Z,Add java lang sanitization,,src/main/java-interfaces/example_interfaces/Byte_.java; src/main/java-interfaces/example_interfaces/String_.java; src/main/java-interfaces/std_msgs/Byte_.java; src/main/java-interfaces/std_msgs/String_.java; src/parser/java/us/ihmc/jros2/parser/InterfaceContext.java,true,是,false,否,touches_code,修改代码,,正例=positive；负例=negative；不确定=uncertain,java,Java,python,Python,,,,,,,,unknown,待确认,needs_check,还需检查,low,低,,,,,待复核=pending；已复核=checked；有分歧=disagreed,
java_python__jgravelle__jcodemunch-mcp__pr236,language_migration,java_python,Java 到 Python,cross_language_migration,跨语言迁移,,部分功能迁移=partial_feature_migration；整仓翻译=full_repo_translation,,同一逻辑翻译=same_logic_translation；部分逻辑替换=partial_logic_replacement；逻辑不清=unclear_logic_mapping,jgravelle/jcodemunch-mcp,2026-02-09T01:58:27Z,1604,236,https://github.com/jgravelle/jcodemunch-mcp/pull/236,2026-04-12T18:40:25Z,feat: `plan_refactoring` — edit-ready refactoring plans with full language coverage,"## Summary New MCP tool `plan_refactoring` generates exact `{old_text, new_text}` edit blocks for rename, move, extract, and signature change operations across all files affected by a refactoring. One tool call replaces the manual workflow of: `search_symbols` -> `get_blast_radius` ->...",CLAUDE.md; README.md; src/jcodemunch_mcp/cli/hooks.py; src/jcodemunch_mcp/config.py; src/jcodemunch_mcp/server.py; src/jcodemunch_mcp/tools/plan_refactoring.py; tests/test_plan_refactoring.py; tests/test_server.py,true,是,true,是,adds_new_tests; touches_code; touches_tests,新增测试；修改代码；修改测试,,正例=positive；负例=negative；不确定=uncertain,java,Java,python,Python,,,,test_files_detected,检测到测试文件,,,unknown,待确认,needs_check,还需检查,medium,中,,,,,待复核=pending；已复核=checked；有分歧=disagreed,
java_python__kreuzberg-dev__tree-sitter-language-pack__pr69,language_migration,java_python,Java 到 Python,cross_language_migration,跨语言迁移,,部分功能迁移=partial_feature_migration；整仓翻译=full_repo_translation,,同一逻辑翻译=same_logic_translation；部分逻辑替换=partial_logic_replacement；逻辑不清=unclear_logic_mapping,kreuzberg-dev/tree-sitter-language-pack,2024-06-26T15:15:11Z,329,69,https://github.com/kreuzberg-dev/tree-sitter-language-pack/pull/69,2026-03-08T14:36:08Z,feat: v1.0.0 — Rust core rewrite with polyglot bindings,"## Summary Complete rewrite of tree-sitter-language-pack from Python to Rust with polyglot language bindings supporting 168+ grammars. - **Rust core** (`ts-pack-core`): Thread-safe `LanguageRegistry` with dynamic parser loading, feature-gated language selection - **C-FFI** (`ts-pack-ffi`):...",.ai-rulez/commands/build.md; .ai-rulez/commands/fix.md; .ai-rulez/commands/lint.md; .ai-rulez/commands/review.md; .ai-rulez/commands/test.md; .ai-rulez/config.yaml; .ai-rulez/domains/language-management/rules/language-registry.md; .ai-rulez/domains/language-management/rules/parser-testing.md; .ai-rulez/domains/language-management/rules/version-management.md; .ai-rulez/domains/parser-compilation/context/tree-sitter-overview.md; .ai-rulez/domains/parser-compilation/rules/build-system.md; .ai-rulez/domains/parser-compilation/rules/c-abi-safety.md; .ai-rulez/domains/parser-compilation/rules/grammar-compilation.md; .github/actions/build-wheel/action.yml; .github/actions/test-wheel/action.yml; .github/workflows/build_and_publish.yaml; .github/workflows/ci-c.yaml; .github/workflows/ci-elixir.yaml; .github/workflows/ci-go.yaml; .github/workflows/ci-java.yaml,true,是,true,是,adds_new_tests; cross_language_mapping_visible; touches_code; touches_tests,新增测试；可见跨语言对应关系；修改代码；修改测试,,正例=positive；负例=negative；不确定=uncertain,java,Java,python,Python,,,,pytest,pytest,cmake,CMake,unknown,待确认,needs_check,还需检查,low,低,,,,,待复核=pending；已复核=checked；有分歧=disagreed,
java_python__opendataloader-project__opendataloader-pdf__pr275,language_migration,java_python,Java 到 Python,cross_language_migration,跨语言迁移,,部分功能迁移=partial_feature_migration；整仓翻译=full_repo_translation,,同一逻辑翻译=same_logic_translation；部分逻辑替换=partial_logic_replacement；逻辑不清=unclear_logic_mapping,opendataloader-project/opendataloader-pdf,2025-05-13T05:48:02Z,18010,275,https://github.com/opendataloader-project/opendataloader-pdf/pull/275,2026-03-11T04:39:58Z,"feat: add --sanitize option, separate from --content-safety-off","## Summary - Add `--sanitize` boolean CLI option that enables sensitive data masking (emails, URLs, phones, credit cards → placeholders). **Disabled by default.** - Separate it from `--content-safety-off`, which now exclusively controls rendering-mismatch filters (hidden-text, off-page, tiny,...",README.md; content/docs/_generated/node-convert-options.mdx; content/docs/_generated/python-convert-options.mdx; content/docs/ai-safety.mdx; content/docs/cli-options-reference.mdx; java/opendataloader-pdf-cli/src/main/java/org/opendataloader/pdf/cli/CLIOptions.java; java/opendataloader-pdf-cli/src/test/java/org/opendataloader/pdf/cli/CLIOptionsContentSafetyTest.java; node/opendataloader-pdf/src/cli-options.generated.ts; node/opendataloader-pdf/src/convert-options.generated.ts; node/opendataloader-pdf/test/convert-options.test.ts; options.json; python/opendataloader-pdf/src/opendataloader_pdf/cli_options_generated.py; python/opendataloader-pdf/src/opendataloader_pdf/convert_generated.py; python/opendataloader-pdf/tests/test_cli_options.py,true,是,true,是,adds_new_tests; cross_language_mapping_visible; touches_code; touches_tests,新增测试；可见跨语言对应关系；修改代码；修改测试,,正例=positive；负例=negative；不确定=uncertain,java,Java,python,Python,,,,pytest,pytest,,,unknown,待确认,needs_check,还需检查,high,高,,,,,待复核=pending；已复核=checked；有分歧=disagreed,
java_python__openrewrite__rewrite__pr6815,language_migration,java_python,Java 到 Python,cross_language_migration,跨语言迁移,,部分功能迁移=partial_feature_migration；整仓翻译=full_repo_translation,,同一逻辑翻译=same_logic_translation；部分逻辑替换=partial_logic_replacement；逻辑不清=unclear_logic_mapping,openrewrite/rewrite,2020-05-12T20:16:14Z,3407,6815,https://github.com/openrewrite/rewrite/pull/6815,2026-02-25T10:53:55Z,Python: register all existing recipes,"## What's changed? Adding all existing recipes under rewrite-python to the modules `activate()` function. ## What's your motivation? So that these recipes are installed. Some recipe libraries already started depending on them and if they are not activated, then the execution might fail with: ```...",rewrite-python/rewrite/src/rewrite/__init__.py; rewrite-python/rewrite/src/rewrite/python/recipes/add_literal_method_argument.py; rewrite-python/rewrite/src/rewrite/python/recipes/change_method_name.py; rewrite-python/rewrite/src/rewrite/python/recipes/change_package.py; rewrite-python/rewrite/src/rewrite/python/recipes/change_type.py; rewrite-python/rewrite/src/rewrite/python/recipes/delete_method_argument.py; rewrite-python/rewrite/src/rewrite/python/recipes/reorder_method_arguments.py,true,是,false,否,touches_code,修改代码,,正例=positive；负例=negative；不确定=uncertain,java,Java,python,Python,,,,,,,,unknown,待确认,needs_check,还需检查,low,低,,,,,待复核=pending；已复核=checked；有分歧=disagreed,
java_python__openrewrite__rewrite__pr7239,language_migration,java_python,Java 到 Python,cross_language_migration,跨语言迁移,,部分功能迁移=partial_feature_migration；整仓翻译=full_repo_translation,,同一逻辑翻译=same_logic_translation；部分逻辑替换=partial_logic_replacement；逻辑不清=unclear_logic_mapping,openrewrite/rewrite,2020-05-12T20:16:14Z,3407,7239,https://github.com/openrewrite/rewrite/pull/7239,2026-04-02T08:18:15Z,Fix `ChangeType` `UnsupportedOperationException` on JS `FunctionCall` nodes,"## Motivation When running Java recipes (e.g., `NoGuavaPredicate` → `ChangeType`) against repositories containing JavaScript files, `ChangeType.postVisit()` throws `UnsupportedOperationException` on `JS.FunctionCall` nodes. This was discovered in flagship recipe run alerts on app.moderne.io — the...",rewrite-csharp/csharp/OpenRewrite/Java/Rpc/JavaReceiver.cs; rewrite-csharp/csharp/OpenRewrite/Java/Rpc/JavaSender.cs; rewrite-java/src/main/java/org/openrewrite/java/ChangeType.java; rewrite-java/src/main/java/org/openrewrite/java/internal/rpc/JavaReceiver.java; rewrite-java/src/main/java/org/openrewrite/java/internal/rpc/JavaSender.java; rewrite-javascript/rewrite/src/java/rpc.ts; rewrite-javascript/src/integTest/java/org/openrewrite/javascript/ChangeTypeAdaptabilityTest.java; rewrite-python/rewrite/src/rewrite/rpc/python_receiver.py; rewrite-python/rewrite/src/rewrite/rpc/python_sender.py,true,是,false,否,cross_language_mapping_visible; touches_code,可见跨语言对应关系；修改代码,,正例=positive；负例=negative；不确定=uncertain,java,Java,python,Python,,,,,,,,unknown,待确认,needs_check,还需检查,low,低,,,,,待复核=pending；已复核=checked；有分歧=disagreed,
java_python__openrewrite__rewrite__pr7314,language_migration,java_python,Java 到 Python,cross_language_migration,跨语言迁移,,部分功能迁移=partial_feature_migration；整仓翻译=full_repo_translation,,同一逻辑翻译=same_logic_translation；部分逻辑替换=partial_logic_replacement；逻辑不清=unclear_logic_mapping,openrewrite/rewrite,2020-05-12T20:16:14Z,3407,7314,https://github.com/openrewrite/rewrite/pull/7314,2026-04-08T09:25:50Z,Fix UnsupportedOperationException in Py.ExpressionTypeTree.withType(),"## Motivation `Py.ExpressionTypeTree.withType()` delegates to the wrapped reference's `withType()`, which throws `UnsupportedOperationException` for `J.MethodInvocation` and `J.MethodDeclaration` (they require `withMethodType()` instead). This caused `ChangeType` to fail on repos containing...",rewrite-python/src/main/java/org/openrewrite/python/tree/Py.java; rewrite-python/src/test/java/org/openrewrite/python/tree/ExpressionTypeTreeTest.java,true,是,true,是,adds_new_tests; touches_code; touches_tests,新增测试；修改代码；修改测试,,正例=positive；负例=negative；不确定=uncertain,java,Java,python,Python,,,,test_files_detected,检测到测试文件,,,unknown,待确认,needs_check,还需检查,low,低,,,,,待复核=pending；已复核=checked；有分歧=disagreed,
