instance_id,scenario,subtype,subtype_zh,migration_type,migration_type_zh,implementation_scope,implementation_scope_zh,logic_equivalence_scope,logic_equivalence_scope_zh,repo_full_name,repo_created_at,repo_stars,pr_number,pr_url,pr_created_at,title,body_summary,changed_file_summary,has_tests_before,has_tests_before_zh,adds_new_tests,adds_new_tests_zh,auto_signals,auto_signals_zh,manual_label,manual_label_zh,source_language,source_language_zh,target_language,target_language_zh,source_version,target_version,migration_pattern,test_framework,test_framework_zh,build_system,build_system_zh,reproducible,reproducible_zh,issue_rewrite_ready,issue_rewrite_ready_zh,leakage_risk,leakage_risk_zh,exclude_reason,exclude_reason_zh,reviewer,cross_check_status,cross_check_status_zh,notes
python_java__Skitionek__nf-mapper__pr8,language_migration,python_java,Python 到 Java,cross_language_migration,跨语言迁移,,部分功能迁移=partial_feature_migration；整仓翻译=full_repo_translation,,同一逻辑翻译=same_logic_translation；部分逻辑替换=partial_logic_replacement；逻辑不清=unclear_logic_mapping,Skitionek/nf-mapper,2026-03-06T20:45:01Z,9,8,https://github.com/Skitionek/nf-mapper/pull/8,2026-03-11T20:56:40Z,Rewrite nf-mapper in Java using the native Nextflow AST parser,"- [x] Replace Python with Java using native Nextflow AST (`io.nextflow:nf-lang`) - [x] Remove Python `nf_mapper/` source, tests, `pyproject.toml` - [x] Rename `nf-mapper-java/` to `nf-mapper/`; update all references - [x] Update `Dockerfile` to multi-stage Java build - [x] Update `action.yml` to...",.github/workflows/ci.yml; .github/workflows/update-readme.yml; .gitignore; CHANGELOG.md; Dockerfile; README.md; action.yml; nf-mapper/pom.xml; nf-mapper/src/main/java/com/nfmapper/cli/NfMapperCli.java; nf-mapper/src/main/java/com/nfmapper/mermaid/MermaidRenderer.java; nf-mapper/src/main/java/com/nfmapper/model/NfInclude.java; nf-mapper/src/main/java/com/nfmapper/model/NfProcess.java; nf-mapper/src/main/java/com/nfmapper/model/NfWorkflow.java; nf-mapper/src/main/java/com/nfmapper/model/ParsedPipeline.java; nf-mapper/src/main/java/com/nfmapper/parser/NextflowParser.java; nf-mapper/src/test/java/com/nfmapper/cli/CliTest.java; nf-mapper/src/test/java/com/nfmapper/mermaid/MermaidRendererTest.java; nf-mapper/src/test/java/com/nfmapper/parser/ParserTest.java; nf-mapper/src/test/java/com/nfmapper/snapshot/SnapshotTest.java; nf-mapper/src/test/resources/fixtures/complex_workflow.nf,true,是,true,是,adds_new_tests; cross_language_mapping_visible; keyword_match; strict_migration_signal; touches_code; touches_tests,新增测试；可见跨语言对应关系；命中关键词；强迁移信号；修改代码；修改测试,,正例=positive；负例=negative；不确定=uncertain,python,Python,java,Java,,,,test_files_detected,检测到测试文件,poetry,Poetry,unknown,待确认,needs_check,还需检查,high,高,,,,,待复核=pending；已复核=checked；有分歧=disagreed,
python_java__altescy__colt__pr110,language_migration,python_java,Python 到 Java,cross_language_migration,跨语言迁移,,部分功能迁移=partial_feature_migration；整仓翻译=full_repo_translation,,同一逻辑翻译=same_logic_translation；部分逻辑替换=partial_logic_replacement；逻辑不清=unclear_logic_mapping,altescy/colt,2020-01-26T05:13:05Z,26,110,https://github.com/altescy/colt/pull/110,2026-04-15T02:37:27Z,Supports python 3.14,,.github/workflows/ci.yaml; pyproject.toml; src/colt/utils.py; uv.lock,true,是,false,否,touches_code,修改代码,,正例=positive；负例=negative；不确定=uncertain,python,Python,java,Java,,,,,,poetry,Poetry,unknown,待确认,needs_check,还需检查,medium,中,,,,,待复核=pending；已复核=checked；有分歧=disagreed,
python_java__apache__fory__pr3543,language_migration,python_java,Python 到 Java,cross_language_migration,跨语言迁移,,部分功能迁移=partial_feature_migration；整仓翻译=full_repo_translation,,同一逻辑翻译=same_logic_translation；部分逻辑替换=partial_logic_replacement；逻辑不清=unclear_logic_mapping,apache/fory,2023-04-28T03:57:00Z,4298,3543,https://github.com/apache/fory/pull/3543,2026-04-07T11:36:07Z,refactor(python): refactor python serialization api,"## Why? Refactor the Python serialization runtime to make serializer ownership and per-operation state explicit. This moves read and write state out of `Fory`, aligns the Python and Cython code paths around the same context model, and simplifies how custom serializers interact with the runtime....",.gitignore; AGENTS.md; compiler/fory_compiler/generators/python.py; docs/guide/python/custom-serializers.md; docs/guide/python/type-registration.md; python/pyfory/_fory.py; python/pyfory/_serializer.py; python/pyfory/buffer.pxi; python/pyfory/collection.pxi; python/pyfory/collection.py; python/pyfory/context.pxi; python/pyfory/context.py; python/pyfory/meta/typedef.py; python/pyfory/primitive.pxi; python/pyfory/registry.py; python/pyfory/resolver.py; python/pyfory/serialization.pyx; python/pyfory/serializer.py; python/pyfory/struct.pxi; python/pyfory/struct.py,true,是,false,否,touches_code; touches_tests,修改代码；修改测试,,正例=positive；负例=negative；不确定=uncertain,python,Python,java,Java,,,,test_files_detected,检测到测试文件,,,unknown,待确认,needs_check,还需检查,medium,中,,,,,待复核=pending；已复核=checked；有分歧=disagreed,
python_java__apache__storm__pr8450,language_migration,python_java,Python 到 Java,cross_language_migration,跨语言迁移,,部分功能迁移=partial_feature_migration；整仓翻译=full_repo_translation,,同一逻辑翻译=same_logic_translation；部分逻辑替换=partial_logic_replacement；逻辑不清=unclear_logic_mapping,apache/storm,2013-11-05T08:00:14Z,6682,8450,https://github.com/apache/storm/pull/8450,2026-03-28T11:41:03Z,"Port Clojure tests to Java: metrics_test, nimbus_auth_test (Phase 5)",## Summary - Ports 2 of 5 tests from `metrics_test.clj` and all 5 tests from `nimbus_auth_test.clj` to Java/JUnit 5 - Clojure `defbolt count-acks` replaced with Java `CountAcksBolt` inner class - JAAS digest config copied to storm-server test resources for classpath access ### Tests ported...,storm-core/test/jvm/org/apache/storm/metric/MetricsIntegrationTest.java; storm-server/src/test/java/org/apache/storm/security/auth/NimbusAuthTest.java; storm-server/src/test/resources/org/apache/storm/security/auth/jaas_digest.conf,true,是,true,是,adds_new_tests; strict_migration_signal; touches_code; touches_tests,新增测试；强迁移信号；修改代码；修改测试,,正例=positive；负例=negative；不确定=uncertain,python,Python,java,Java,,,,test_files_detected,检测到测试文件,,,unknown,待确认,needs_check,还需检查,low,低,,,,,待复核=pending；已复核=checked；有分歧=disagreed,
python_java__cabelo__libzupt__pr3,language_migration,python_java,Python 到 Java,cross_language_migration,跨语言迁移,,部分功能迁移=partial_feature_migration；整仓翻译=full_repo_translation,,同一逻辑翻译=same_logic_translation；部分逻辑替换=partial_logic_replacement；逻辑不清=unclear_logic_mapping,cabelo/libzupt,2026-04-11T01:38:35Z,17,3,https://github.com/cabelo/libzupt/pull/3,2026-04-11T17:19:21Z,Fix python examples,"- Fix in loadKeyPair (src/zupt_crypto.cpp): Added code to correct the ""has_private"" flag in the loaded public key header. - Fix in example example_basic.py: Converted enc_header from bytes to a list using list(enc_header) before passing to decrypt(). - Fix in SecureBuffer: Added constructor that...",examples_python/zupt_pybind.cpp,true,是,false,否,touches_code,修改代码,,正例=positive；负例=negative；不确定=uncertain,python,Python,java,Java,,,,,,,,unknown,待确认,needs_check,还需检查,low,低,,,,,待复核=pending；已复核=checked；有分歧=disagreed,
python_java__config-i1__smooth__pr348,language_migration,python_java,Python 到 Java,cross_language_migration,跨语言迁移,,部分功能迁移=partial_feature_migration；整仓翻译=full_repo_translation,,同一逻辑翻译=same_logic_translation；部分逻辑替换=partial_logic_replacement；逻辑不清=unclear_logic_mapping,config-i1/smooth,2016-01-25T12:06:26Z,96,348,https://github.com/config-i1/smooth/pull/348,2026-04-10T10:31:11Z,Python,"## What issue does this PR fix? Closes #344 ## Language - [ ] R - [x ] Python - [ ] Both ## Package version This is a new version of smooth, v 1.0.1, built on 1.0.0 ## Development environment Ubuntu 25.10 ## AI assistance - [ x] AI was used in the creation of this PR **If yes — how was AI used?**...",README.md; python/README.md; python/pyproject.toml; python/src/smooth/adam_general/core/adam.py; python/src/smooth/adam_general/core/checker/parameter_checks.py; python/src/smooth/adam_general/core/checker/parameters_checker.py; python/src/smooth/adam_general/core/creator/architector.py; python/src/smooth/adam_general/core/creator/creator.py; python/src/smooth/adam_general/core/creator/filler.py; python/src/smooth/adam_general/core/creator/initialiser.py; python/src/smooth/adam_general/core/estimator/estimator.py; python/src/smooth/adam_general/core/estimator/selector.py; python/src/smooth/adam_general/core/estimator/two_stage.py; python/src/smooth/adam_general/core/forecaster/forecaster.py; python/src/smooth/adam_general/core/utils/n_param.py; python/src/smooth/adam_general/core/utils/utils.py; python/tests/R scripts/2026-04-09-etsX-R.R; python/tests/data/etsx_data.csv; python/tests/notebooks/2026-04-09-etsX.ipynb; python/tests/test_adam_airpassengers.py,true,是,true,是,adds_new_tests; touches_code; touches_tests,新增测试；修改代码；修改测试,,正例=positive；负例=negative；不确定=uncertain,python,Python,java,Java,,,,test_files_detected,检测到测试文件,poetry,Poetry,unknown,待确认,needs_check,还需检查,low,低,,,,,待复核=pending；已复核=checked；有分歧=disagreed,
python_java__config-i1__smooth__pr358,language_migration,python_java,Python 到 Java,cross_language_migration,跨语言迁移,,部分功能迁移=partial_feature_migration；整仓翻译=full_repo_translation,,同一逻辑翻译=same_logic_translation；部分逻辑替换=partial_logic_replacement；逻辑不清=unclear_logic_mapping,config-i1/smooth,2016-01-25T12:06:26Z,96,358,https://github.com/config-i1/smooth/pull/358,2026-04-14T09:31:53Z,Python,"## What issue does this PR fix? Linting, ruffing and fixing the constant=True ## Language - [ ] R - [x] Python - [ ] Both",python/src/smooth/adam_general/core/adam.py; python/src/smooth/adam_general/core/checker/parameters_checker.py; python/src/smooth/adam_general/core/creator/architector.py; python/src/smooth/adam_general/core/creator/initialiser.py; python/src/smooth/adam_general/core/creator/initialization.py; python/src/smooth/adam_general/core/utils/printing.py; python/tests/test_adam.py,true,是,false,否,touches_code; touches_tests,修改代码；修改测试,,正例=positive；负例=negative；不确定=uncertain,python,Python,java,Java,,,,test_files_detected,检测到测试文件,,,unknown,待确认,needs_check,还需检查,low,低,,,,,待复核=pending；已复核=checked；有分歧=disagreed,
python_java__daisytuner__docc__pr629,language_migration,python_java,Python 到 Java,cross_language_migration,跨语言迁移,,部分功能迁移=partial_feature_migration；整仓翻译=full_repo_translation,,同一逻辑翻译=same_logic_translation；部分逻辑替换=partial_logic_replacement；逻辑不清=unclear_logic_mapping,daisytuner/docc,2025-03-13T01:07:26Z,20,629,https://github.com/daisytuner/docc/pull/629,2026-04-02T09:12:18Z,Python inplace,,.github/workflows/unit_tests_linux.yml; c-compile/CMakeLists.txt; c-compile/include/docc/util/docc_paths.h; c-compile/src/util/docc_paths.cpp; mlir/bindings/CMakeLists.txt; python/CMakeLists.txt; python/bindings/py_structured_sdfg.cpp; sdfg/src/offloading/data_offloading_node.cpp,true,是,false,否,touches_code,修改代码,,正例=positive；负例=negative；不确定=uncertain,python,Python,java,Java,,,,,,cmake,CMake,unknown,待确认,needs_check,还需检查,low,低,,,,,待复核=pending；已复核=checked；有分歧=disagreed,
python_java__dance858__Toeplitz-covariance-estimation__pr7,language_migration,python_java,Python 到 Java,cross_language_migration,跨语言迁移,,部分功能迁移=partial_feature_migration；整仓翻译=full_repo_translation,,同一逻辑翻译=same_logic_translation；部分逻辑替换=partial_logic_replacement；逻辑不清=unclear_logic_mapping,dance858/Toeplitz-covariance-estimation,2023-12-22T06:32:14Z,17,7,https://github.com/dance858/Toeplitz-covariance-estimation/pull/7,2026-04-06T00:23:10Z,python example,,.github/workflows/build-and-publish.yml; .gitignore; CMakeLists.txt; README.md; demo.jpg; pyproject.toml; python/examples/demo.png; python/examples/demo.py; python/examples/doa_utils.py; python/nml/_bindings.c; python/nml/solver.py,true,是,false,否,touches_code,修改代码,,正例=positive；负例=negative；不确定=uncertain,python,Python,java,Java,,,,,,cmake,CMake,unknown,待确认,needs_check,还需检查,low,低,,,,,待复核=pending；已复核=checked；有分歧=disagreed,
python_java__elfmz__far2l__pr3346,language_migration,python_java,Python 到 Java,cross_language_migration,跨语言迁移,,部分功能迁移=partial_feature_migration；整仓翻译=full_repo_translation,,同一逻辑翻译=same_logic_translation；部分逻辑替换=partial_logic_replacement；逻辑不清=unclear_logic_mapping,elfmz/far2l,2016-08-10T20:43:58Z,2140,3346,https://github.com/elfmz/far2l/pull/3346,2026-04-12T17:27:21Z,python plugin update,- linted docker plugin - built-in runlike command in docker plugin (F3 on running docker process) - new plugin uimgimage.py - use far2l image protocol for showing image from python plugin - new plugin imagepdf.py - show pdf using image protocol - change conflicting keys in uedreplace (fixes...,python/configs/plugins/read-en.txt; python/configs/plugins/read-pl.txt; python/configs/plugins/readme-plugins.txt; python/configs/plugins/udocker.py; python/configs/plugins/udockerio.py; python/configs/plugins/udockerrunlike.py; python/configs/plugins/uedreplace.py; python/configs/plugins/uimgimage.py; python/configs/plugins/uimgpdf.py,true,是,false,否,touches_code,修改代码,,正例=positive；负例=negative；不确定=uncertain,python,Python,java,Java,,,,,,,,unknown,待确认,needs_check,还需检查,high,高,,,,,待复核=pending；已复核=checked；有分歧=disagreed,
python_java__hw-native-sys__simpler__pr504,language_migration,python_java,Python 到 Java,cross_language_migration,跨语言迁移,,部分功能迁移=partial_feature_migration；整仓翻译=full_repo_translation,,同一逻辑翻译=same_logic_translation；部分逻辑替换=partial_logic_replacement；逻辑不清=unclear_logic_mapping,hw-native-sys/simpler,2026-01-27T03:22:48Z,10,504,https://github.com/hw-native-sys/simpler/pull/504,2026-04-10T03:14:28Z,Refactor: move python/ modules into python/simpler/ package,"## Summary - Move all 7 flat modules from `python/` into `python/simpler/` package, aligning with pypto's convention (`python/pypto/`) - Convert intra-package imports to relative form (e.g., `from .toolchain import ...`) - Update all external consumers (~50 files) to use `from simpler.X import Y`...",ci.py; conftest.py; docs/getting-started.md; docs/testing.md; examples/a2a3/aicpu_build_graph/bgemm/kernels/kernel_config.py; examples/a2a3/aicpu_build_graph/vector_example/kernels/kernel_config.py; examples/a2a3/host_build_graph/bgemm/kernels/kernel_config.py; examples/a2a3/host_build_graph/matmul/kernels/kernel_config.py; examples/a2a3/host_build_graph/paged_attention/kernels/kernel_config.py; examples/a2a3/host_build_graph/vector_example/kernels/kernel_config.py; examples/a2a3/tensormap_and_ringbuffer/batch_paged_attention/kernels/kernel_config.py; examples/a2a3/tensormap_and_ringbuffer/bgemm/kernels/kernel_config.py; examples/a2a3/tensormap_and_ringbuffer/mixed_example/kernels/kernel_config.py; examples/a2a3/tensormap_and_ringbuffer/multi-round-paged-attention/kernels/kernel_config.py; examples/a2a3/tensormap_and_ringbuffer/paged_attention/kernels/kernel_config.py; examples/a2a3/tensormap_and_ringbuffer/vector_example/kernels/kernel_config.py; examples/a2a3/tensormap_and_ringbuffer/vector_example/test_vector_example.py; examples/a5/host_build_graph/paged_attention/kernels/kernel_config.py; examples/a5/tensormap_and_ringbuffer/bgemm/kernels/kernel_config.py; examples/a5/tensormap_and_ringbuffer/mixed_example/kernels/kernel_config.py,true,是,false,否,touches_code; touches_tests,修改代码；修改测试,,正例=positive；负例=negative；不确定=uncertain,python,Python,java,Java,,,,pytest,pytest,,,unknown,待确认,needs_check,还需检查,high,高,,,,,待复核=pending；已复核=checked；有分歧=disagreed,
